symbol,roa,ocf,roa_change,accruals,change_leverage,change_curr_ratio,change_shares,change_gross_margin,change_asset_turnover
DSX,0,1,1,1,1,1,1,1,1
DTE,1,1,0,1,0,1,0,1,0
DTEA,0,0,0,0,0,0,0,0,1
DTIL,0,0,1,0,0,0,0,0,0
DTSS,0,0,1,0,0,0,0,1,0
DTST,0,1,0,1,0,1,0,1,0
DUK,1,1,1,1,0,0,0,1,0
DUO,0,0,1,0,0,0,1,1,0
DUOT,0,0,0,0,0,0,0,1,0
DVA,1,1,1,1,0,0,1,1,0
DVAX,0,0,1,0,0,0,0,1,1
DVD,1,1,0,1,0,1,1,0,0
DVN,0,1,0,1,1,1,1,0,0
DWSN,0,0,1,0,1,1,0,1,1
DX,0,1,0,1,0,0,1,0,0
DXC,1,1,0,1,1,0,1,1,0
DXCM,1,1,1,1,0,0,0,0,0
DXF,1,1,0,1,1,0,0,0,0
DXLG,0,0,1,0,0,0,0,0,0
DXPE,1,1,0,1,0,1,0,1,0
DXR,0,0,0,0,0,0,1,1,0
DXYN,1,1,1,1,1,1,1,1,1
DY,1,1,0,1,0,1,0,0,0
DYAI,0,0,0,0,0,0,0,0,1
DYN,1,0,1,0,1,0,0,0,1
DYNT,0,0,1,0,0,0,0,0,0
DZSI,0,0,0,0,0,1,0,1,0
E,1,1,0,1,0,0,1,1,0
EA,1,1,0,1,0,1,1,0,0
EAC,0,0,0,0,0,0,0,0,0
EAF,1,1,0,1,1,1,1,0,0
EARN,1,1,1,1,1,0,1,0,0
EAST,0,0,1,0,0,0,0,0,1
EAT,1,1,1,1,1,1,1,0,1
EB,0,0,1,0,1,0,0,1,0
EBAY,1,1,0,1,1,0,1,0,1
EBF,1,1,1,1,0,0,0,0,0
EBIX,1,1,0,1,0,1,1,0,1
EBMT,1,1,1,1,1,0,0,0,1
EBR,1,1,1,1,0,1,0,1,0
EBS,1,1,0,1,0,1,0,1,0
EBSB,1,1,1,1,0,0,1,0,1
EBTC,1,1,1,1,1,0,0,0,1
EC,1,1,1,1,0,0,1,0,0
ECHO,1,1,0,1,0,0,1,1,0
ECL,1,1,1,1,1,1,0,1,0
ECOL,1,1,0,1,0,0,0,1,0
ECOR,0,0,1,0,0,0,0,1,1
ECPG,1,1,1,1,0,0,0,0,0
ED,1,1,0,1,0,1,0,1,0
EDAP,1,1,1,1,0,1,0,1,1
EDIT,0,0,0,0,1,0,0,0,0
EDN,1,1,1,1,0,1,0,0,0
EDR,1,1,0,1,0,0,0,0,0
EDRY,0,1,0,1,1,0,0,0,1
EDSA,0,0,0,0,0,1,0,1,0
EDU,1,1,0,1,0,1,1,0,1
EDUC,1,1,0,1,0,0,1,0,0
EEFT,1,1,1,1,0,1,0,1,0
EEX,0,0,0,0,1,1,1,0,1
EFC,1,1,1,1,0,0,0,0,0
EFOI,0,0,0,0,0,0,0,0,0
EFSC,1,1,0,1,0,0,0,0,0
EFX,0,0,0,0,0,0,0,0,0
EGAN,1,1,1,1,1,1,0,1,0
EGBN,1,1,0,1,0,0,1,0,0
EGHT,0,0,1,0,0,1,0,0,1
EGLE,0,1,0,1,0,0,0,0,0
EGO,1,1,1,1,1,0,0,1,1
EGP,1,1,1,1,0,0,0,1,0
EGRX,1,1,0,1,1,1,1,0,0
EGY,1,1,0,1,0,0,1,0,0
EH,0,0,1,0,0,0,0,1,0
EHC,1,1,1,1,0,1,1,0,0
EHTH,1,1,1,1,0,0,0,0,1
EIG,1,1,1,1,1,0,1,1,1
EIGR,0,0,1,0,0,0,0,1,0
EIX,1,1,1,1,0,1,0,1,0
EKSO,0,0,1,0,1,1,0,1,1
EL,1,1,1,1,1,0,1,0,1
ELA,1,1,1,1,0,1,1,1,0
ELAN,1,1,0,1,1,1,0,1,1
ELF,1,1,0,1,1,1,0,0,0
ELLO,1,1,1,1,0,0,0,0,0
ELMD,1,1,0,1,1,1,0,0,0
ELMS,1,1,0,1,0,0,1,1,0
ELOX,0,0,1,0,0,0,0,1,0
ELP,1,1,1,1,0,1,1,1,1
ELS,1,1,1,1,0,0,0,1,0
ELSE,1,0,1,0,1,0,1,0,1
ELTK,1,1,1,1,1,1,0,1,1
ELVT,1,1,1,1,0,0,1,1,0
ELY,1,1,0,1,0,0,1,0,0
EM,1,1,1,1,0,0,0,1,0
EMAN,0,0,1,0,0,0,0,1,1
EMCF,1,1,1,1,1,0,0,0,0
EME,1,1,0,1,0,0,0,0,0
EMKR,0,0,0,0,0,0,0,0,1
EML,1,1,0,1,0,1,0,0,0
EMN,1,1,0,1,1,1,1,0,0
EMR,1,1,1,1,0,1,1,0,1
EMX,0,0,0,0,0,1,0,0,1
ENB,1,1,1,1,0,0,0,1,1
ENBL,1,1,0,1,0,1,0,1,0
ENDP,0,1,1,1,0,1,0,1,1
ENG,0,0,1,0,0,0,0,1,1
ENIA,1,1,1,1,0,1,0,1,0
ENIC,1,1,0,1,1,1,0,1,0
ENLC,0,0,0,0,0,1,0,1,0
ENLV,0,0,0,0,0,0,0,1,0
ENOB,0,0,1,0,0,0,0,1,0
ENPH,1,1,1,1,1,1,0,1,1
ENR,1,1,0,1,0,1,0,0,0
ENS,1,1,1,1,0,0,0,0,0
ENSC,0,0,1,0,1,0,1,1,0
ENSG,1,1,0,1,0,0,0,1,0
ENSV,0,0,0,0,0,0,0,0,0
ENTA,1,1,0,1,0,0,0,0,0
ENTG,1,1,0,1,0,0,1,0,0
ENTX,0,0,1,0,0,0,0,0,0
ENV,0,0,0,0,0,0,0,1,0
ENVA,1,1,0,1,0,0,0,0,0
ENVI,0,0,0,0,0,0,0,0,1
ENZ,1,1,1,1,0,1,0,0,0
EOG,1,1,0,1,1,0,0,0,0
EOLS,0,0,0,0,0,0,0,1,1
EPAC,0,1,0,1,1,1,1,1,0
EPAM,1,1,0,1,0,0,0,0,0
EPAY,1,1,0,1,1,0,0,1,1
EPC,0,0,0,0,1,1,0,0,1
EPD,1,1,1,1,0,1,0,1,0
EPIX,0,0,1,0,1,1,0,1,0
EPM,1,1,0,1,0,1,1,0,0
EPR,1,1,0,1,0,0,0,0,0
EPRT,1,1,1,1,0,0,0,0,0
EPSN,1,1,1,1,0,0,0,0,0
EPZM,0,0,1,0,0,1,0,0,0
EQ,0,0,1,0,0,0,0,1,0
EQBK,1,1,0,1,1,0,1,0,0
EQC,1,1,1,1,1,0,0,1,0
EQH,0,0,0,0,1,0,1,0,0
EQIX,1,1,1,1,0,1,0,1,0
EQNR,1,1,0,1,0,0,1,0,0
EQR,1,1,1,1,0,0,0,1,1
EQS,1,0,1,0,0,0,1,0,0
EQT,0,0,1,0,1,1,0,0,1
ERF,0,0,0,0,1,0,1,0,0
ERIC,1,1,1,1,0,0,1,1,1
ERIE,1,1,0,1,1,0,1,0,0
ERII,1,1,0,1,1,0,1,1,1
ERJ,0,1,0,1,1,0,0,0,0
ERYP,0,0,0,0,0,0,1,0,1
ES,1,1,0,1,0,1,0,1,0
ESCA,1,1,0,1,0,0,1,0,0
ESE,1,1,0,1,0,0,0,1,0
ESEA,0,1,0,1,0,0,0,1,1
ESGR,1,1,1,1,0,0,0,1,1
ESI,1,1,1,1,1,1,0,1,1
ESLT,1,1,0,1,0,1,0,0,0
ESNT,1,1,0,1,0,0,0,0,0
ESP,1,1,0,1,0,0,0,0,1
ESPR,0,0,1,0,0,1,0,1,1
ESQ,1,1,1,1,1,0,0,0,1
ESRT,1,1,0,1,1,0,0,0,1
ESS,1,1,1,1,0,0,0,1,1
ESSA,1,1,1,1,1,0,1,0,0
ESTA,0,0,0,0,0,0,0,1,1
ESTE,1,1,0,1,0,0,0,0,0
ESXB,1,1,1,1,0,0,0,0,1
ET,1,1,1,1,0,1,0,1,0
ETN,1,1,1,1,0,1,1,1,0
ETNB,0,0,1,0,0,1,0,1,0
ETON,0,0,1,0,0,0,0,1,0
ETR,1,1,1,1,0,0,0,1,0
ETRN,0,1,1,1,0,1,0,1,0
ETSY,1,1,0,1,0,0,1,0,0
ETTX,0,0,0,0,0,0,0,0,1
EURN,1,1,1,1,1,1,1,1,1
EVA,0,1,0,1,0,1,0,0,0
EVBG,0,0,1,0,0,1,0,1,0
EVBN,1,1,0,1,0,0,0,0,1
EVC,0,0,0,0,0,0,1,1,0
EVER,0,0,1,0,0,0,0,1,0
EVFM,0,0,1,0,1,1,0,1,0
EVGN,0,0,1,0,0,0,1,1,0
EVH,0,0,0,0,0,0,0,0,1
EVI,1,1,0,1,0,1,0,0,0
EVK,1,1,0,1,0,0,0,0,0
EVLO,0,0,0,0,0,0,0,1,0
EVLV,0,0,0,0,1,0,0,0,0
EVOK,0,0,1,0,0,0,0,1,0
EVOL,0,0,0,0,1,0,0,1,1
EVOP,0,1,1,1,0,1,0,1,0
EVR,1,1,0,1,0,1,1,0,0
EVRG,1,1,1,1,0,1,1,1,0
EVRI,1,1,1,1,1,1,0,0,1
EVTC,1,1,1,1,0,1,1,0,1
EW,1,1,1,1,0,1,0,0,1
EWBC,1,1,0,1,0,0,0,0,0
EXAS,0,0,1,0,0,0,0,1,1
EXC,1,1,1,1,0,0,0,1,0
EXEL,1,1,0,1,0,0,0,0,0
EXK,0,0,0,0,0,0,0,0,0
EXLS,1,1,0,1,0,0,0,1,0
EXP,1,1,0,1,0,0,1,0,0
EXPD,1,1,0,1,0,1,1,0,0
EXPE,1,1,1,1,0,1,1,0,0
EXPI,0,0,1,0,0,1,0,1,0
EXPO,1,1,0,1,0,0,0,0,0
EXPR,0,0,0,0,0,0,1,0,0
EXR,1,1,0,1,0,0,0,0,1
EXTN,0,0,0,0,0,1,1,0,0
EXTR,0,0,1,0,1,1,0,1,0
EYE,1,1,1,1,0,0,0,0,0
EYEG,0,0,1,0,0,1,0,0,1
EYEN,0,0,0,0,0,0,0,1,0
EYES,0,0,1,0,0,1,0,1,0
EYPT,0,0,1,0,0,1,0,0,1
EZPW,1,1,0,1,1,1,0,0,1
F,0,1,0,1,0,0,0,0,0
FACT,0,0,1,0,1,0,0,0,0
FAF,1,1,1,1,0,0,0,1,0
FAMI,0,1,0,1,0,0,0,1,0
FANG,1,1,0,1,0,0,1,0,0
FANH,1,1,0,1,0,0,0,1,1
FARM,0,0,0,0,0,1,0,0,0
FARO,0,0,0,0,0,0,0,0,0
FAST,1,1,0,1,0,0,0,0,0
FAT,0,1,0,1,0,1,0,0,1
FATE,0,0,1,0,0,1,0,0,1
FB,1,1,0,1,0,0,1,0,0
FBC,1,1,0,1,0,0,0,0,1
FBHS,1,1,1,1,1,1,1,0,0
FBIO,0,0,1,0,0,1,0,0,1
FBIZ,1,1,1,1,0,0,1,0,1
FBK,1,1,0,1,0,0,0,0,0
FBMS,1,1,1,1,0,0,0,0,0
FBNC,1,1,0,1,1,0,1,0,0
FBP,1,1,0,1,1,0,0,0,1
FC,0,1,1,1,1,1,0,0,1
FCAP,1,1,1,1,0,0,0,0,1
FCBC,1,1,0,1,1,0,0,0,1
FCCO,1,1,0,1,0,0,1,0,1
FCCY,1,1,0,1,0,0,0,0,0
FCEL,0,0,0,0,0,0,0,0,0
FCF,1,1,0,1,1,0,1,0,0
FCFS,1,1,0,1,0,0,1,1,0
FCN,1,1,1,1,0,0,1,1,1
FCNCA,1,1,1,1,0,0,1,0,0
FCPT,1,1,0,1,0,0,0,0,0
FCX,0,1,0,1,1,0,0,0,0
FDBC,1,1,0,1,1,0,0,0,0
FDP,1,1,1,1,0,0,1,1,0
FDS,1,1,1,1,1,1,1,1,1
FDUS,1,1,0,1,0,0,1,1,0
FDX,1,1,0,1,0,1,1,0,1
FE,1,1,0,1,0,0,0,1,0
FEDU,0,1,0,1,0,0,0,0,0
FEIM,0,0,1,0,0,0,0,1,1
FELE,1,1,0,1,1,1,0,0,0
FENC,0,0,0,0,0,0,1,1,0
FENG,1,0,1,0,1,0,0,0,0
FET,0,0,0,0,1,1,0,1,1
FF,1,1,1,1,0,0,1,1,0
FFBC,1,1,0,1,0,0,0,0,0
FFBW,1,1,1,1,1,0,1,0,1
FFHL,1,1,1,1,1,1,1,1,1
FFIC,1,1,0,1,0,0,0,0,0
FFIN,1,1,0,1,1,0,0,0,1
FFIV,1,1,0,1,0,0,0,1,0
FFNW,1,1,0,1,1,0,1,0,0
FFWM,1,1,1,1,0,0,0,0,0
FGBI,1,1,0,1,0,0,0,0,0
FGEN,0,0,1,0,1,0,0,0,1
FHB,1,1,1,1,1,0,1,0,1
FHI,1,1,0,1,0,1,0,0,0
FHN,1,1,0,1,0,0,1,0,0
FIBK,1,1,0,1,1,0,0,0,0
FICO,1,1,1,1,0,1,0,1,1
FINV,1,1,0,1,0,0,0,0,0
FIS,1,1,0,1,0,0,0,1,0
FISI,1,1,1,1,1,0,0,0,1
FISV,1,1,0,1,0,0,0,1,0
FITB,1,1,0,1,1,0,0,0,0
FIVE,1,1,0,1,0,0,1,1,0
FIVN,0,1,0,1,0,0,0,0,0
FIX,1,1,0,1,0,0,1,0,0
FIXX,0,0,0,0,0,1,0,0,0
FIZZ,1,1,0,1,0,0,0,0,0
FKWL,0,0,1,0,0,1,1,0,1
FL,1,1,0,1,0,0,1,0,0
FLDM,0,0,0,0,1,0,0,1,1
FLEX,1,1,0,1,0,0,1,0,0
FLGT,0,0,1,0,0,0,0,1,1
FLIC,1,1,0,1,1,0,1,0,1
FLL,0,1,0,1,0,1,0,1,0
FLMN,1,1,0,1,0,0,0,0,0
FLNG,0,1,1,1,0,0,1,0,0
FLNT,0,1,1,1,0,0,0,0,1
FLO,1,1,0,1,0,0,0,0,0
FLOW,0,1,0,1,1,1,0,1,0
FLR,1,1,1,1,0,0,1,1,0
FLS,1,1,1,1,0,1,1,1,0
FLT,1,1,1,1,0,1,1,0,1
FLUX,0,0,1,0,1,1,0,1,1
FLWS,1,1,0,1,1,1,1,0,1
FLXN,0,0,0,0,0,0,0,1,1
FLXS,0,0,0,0,0,0,0,0,0
FMAO,1,1,0,1,0,0,0,0,0
FMBH,1,1,1,1,1,0,0,0,1
FMBI,1,1,1,1,0,0,0,0,0
FMC,1,1,0,1,0,1,1,1,0
FMNB,1,1,1,1,1,0,0,0,0
FMS,1,1,0,1,0,0,1,0,0
FMX,1,1,0,1,1,0,1,1,0
FN,1,1,1,1,1,1,0,1,1
FNB,1,1,0,1,1,0,0,0,0
FNCB,1,1,0,1,0,0,0,0,0
FND,1,1,0,1,0,0,0,1,0
FNF,1,1,1,1,0,0,0,0,1
FNHC,1,1,0,1,0,0,0,0,0
FNKO,1,1,1,1,0,0,0,0,0
FNLC,1,1,1,1,1,0,0,0,0
FNV,1,1,1,1,1,0,0,1,1
FNWB,1,1,1,1,1,0,1,0,1
FOA,1,1,1,1,0,0,1,0,1
FOCS,0,1,0,1,0,0,0,0,0
FOE,1,1,0,1,0,1,1,1,0
FOLD,0,0,1,0,1,0,0,1,1
FONR,1,1,0,1,1,1,0,1,0
FOR,1,1,0,1,0,0,0,1,1
FORD,0,0,0,0,0,0,1,0,1
FORE,1,1,0,1,0,0,0,0,0
FORM,1,1,0,1,1,0,0,1,0
FORR,0,0,0,0,0,0,0,0,0
FORTY,1,1,1,1,0,0,0,1,0
FOSL,0,0,0,0,0,0,0,0,0
FOUR,0,0,1,0,0,0,0,0,1
FOX,1,1,1,1,1,1,0,0,0
FOXA,1,1,1,1,0,1,0,0,0
FOXF,1,1,0,1,0,1,0,0,0
FPAY,0,1,1,1,0,1,0,0,0
FPH,1,0,1,0,0,0,0,0,1
FPI,1,1,1,1,1,0,1,0,0
FR,1,1,1,1,0,0,0,1,0
FRAF,1,1,1,1,0,0,1,0,1
FRBK,0,0,0,0,1,0,0,0,0
FRD,1,1,1,1,0,1,1,1,1
FREQ,0,0,1,0,0,0,1,1,0
FRG,0,0,0,0,1,1,0,0,0
FRGI,0,0,0,0,0,0,1,0,0
FRHC,1,1,1,1,1,0,0,0,0
FRME,1,1,0,1,0,0,0,0,0
FRO,1,1,1,1,0,0,0,1,1
FRPH,1,1,0,1,0,0,1,1,1
FRPT,0,0,1,0,0,0,0,0,0
FRSH,1,1,1,1,1,1,0,1,1
FRSX,0,0,0,0,0,0,0,1,0
FRT,1,1,1,1,0,0,0,0,0
FRTA,0,1,1,1,1,0,0,1,1
FRW,1,1,0,1,0,0,0,1,1
FSBC,0,0,0,0,1,0,1,0,0
FSBW,1,1,0,1,1,0,1,0,0
FSEA,0,0,1,0,1,0,1,0,0
FSFG,1,1,1,1,0,0,0,0,1
FSI,1,1,0,1,1,0,0,0,1
FSII,1,1,0,1,0,1,0,0,0
FSK,1,1,0,1,0,0,1,0,1
FSLR,0,0,0,0,0,0,0,1,1
FSM,1,1,0,1,0,0,0,0,0
FSP,1,1,0,1,1,0,0,0,1
FSR,0,0,0,0,1,0,0,0,0
FSS,1,1,1,1,0,1,0,1,1
FST,1,1,1,1,1,1,1,1,1
FSTR,1,1,1,1,1,1,1,0,0
FSV,0,0,0,0,0,1,0,1,0
FTAI,1,1,1,1,0,0,0,0,1
FTCH,0,0,0,0,0,0,1,0,0
FTDR,1,1,1,1,0,1,0,1,1
FTEK,0,0,0,0,0,1,0,0,0
FTFT,0,0,0,0,1,0,0,0,0
FTI,0,0,0,0,0,0,1,1,1
FTK,0,0,0,0,0,0,1,0,0
FTNT,1,1,0,1,0,1,0,1,0
FTS,1,1,0,1,0,0,1,0,0
FTSI,0,0,0,0,1,1,1,0,0
FTV,1,1,0,1,0,0,0,0,0
FUL,1,1,0,1,1,0,0,1,1
FULC,0,0,1,0,0,0,0,1,0
FULT,1,1,1,1,0,0,1,0,1
FUN,1,1,1,1,0,1,0,0,0
FUNC,1,1,0,1,0,0,1,0,0
FUSB,1,1,1,1,0,0,1,0,1
FUSN,0,0,1,0,1,0,0,0,1
FUTU,1,1,1,1,0,0,0,1,0
FUV,0,0,0,0,0,0,0,0,1
FVCB,1,1,1,1,0,0,1,0,0
FVE,0,0,1,0,1,1,0,0,0
FWBI,1,1,1,1,0,0,1,0,0
FWONA,1,1,0,1,0,1,1,0,1
FWP,0,0,1,0,0,1,1,1,0
FWRD,1,1,0,1,0,0,1,1,0
FXNC,1,1,0,1,0,0,0,0,0
G,1,1,0,1,0,1,0,0,0
GABC,1,1,0,1,1,0,0,0,1
GAIA,0,0,1,0,0,0,0,0,1
GAIN,1,1,1,1,1,0,1,0,0
GALT,0,0,1,0,0,1,0,1,0
GAME,1,1,0,1,1,1,0,1,1
GAN,1,1,1,1,1,0,1,1,1
GASS,1,1,1,1,1,0,1,1,0
GATX,1,1,0,1,0,0,1,1,0
GBCI,1,1,1,1,1,0,0,0,1
GBDC,0,1,0,1,0,0,0,1,0
GBL,1,1,0,1,0,0,1,0,0
GBLI,1,1,1,1,0,0,0,1,1
GBR,0,0,0,0,1,0,1,1,0
GBT,0,0,0,0,0,0,0,1,1
GBX,1,1,0,1,0,0,0,0,1
GCBC,1,1,1,1,0,0,0,0,1
GCI,0,0,0,0,0,1,0,1,0
GCO,1,1,1,1,0,0,1,1,0
GCP,1,1,1,1,0,1,0,1,0
GD,1,1,0,1,1,0,0,0,0
GDDY,1,1,1,1,0,1,1,0,1
GDEN,0,1,0,1,0,0,0,1,0
GDOT,1,1,0,1,0,0,1,0,0
GDP,1,1,1,1,0,1,0,0,0
GDS,0,1,1,1,0,1,0,1,0
GE,0,1,1,1,1,0,0,1,0
GECC,0,1,1,1,0,0,1,0,0
GEF,1,1,0,1,0,1,0,1,0
GEG,0,1,0,1,0,0,0,0,0
GEL,1,1,1,1,1,1,1,1,0
GENC,1,1,0,1,0,1,0,1,0
GENE,0,0,0,0,0,0,0,0,0
GENI,0,0,1,0,0,1,0,0,0
GEO,1,1,1,1,0,1,0,1,1
GEOS,0,0,1,0,0,1,0,1,1
GERN,0,0,0,0,0,0,0,0,0
GES,1,1,1,1,0,0,1,1,0
GEVO,0,0,0,0,0,0,0,0,0
GFED,1,1,1,1,1,0,1,0,0
GFF,1,1,0,1,1,1,0,1,1
GFI,1,1,1,1,0,0,0,1,1
GGB,1,1,0,1,0,1,1,0,0
GGG,1,1,0,1,1,1,0,0,0
GH,0,0,1,0,0,0,0,1,1
GHC,1,1,1,1,0,0,1,0,0
GHG,1,1,0,1,0,0,0,0,0
GHL,1,1,0,1,0,0,1,0,0
GHM,0,0,1,0,0,0,0,1,1
GHSI,0,0,1,0,0,1,0,1,0
GIB,1,1,1,1,0,1,1,0,0
GIC,1,1,1,1,0,0,0,1,0
GIFI,0,0,0,0,0,0,0,0,1
GIGM,0,0,1,0,0,0,1,1,0
GIII,1,1,0,1,0,1,1,0,0
GIL,1,1,0,1,0,0,1,0,0
GILD,1,1,1,1,1,0,1,1,1
GILT,1,1,1,1,0,1,0,1,0
GIS,1,1,0,1,1,1,0,0,0
GIW,1,1,0,1,1,0,0,0,0
GKOS,1,0,1,0,0,0,0,0,0
GL,1,1,0,1,1,0,1,1,0
GLAD,1,1,1,1,0,0,0,1,1
GLBE,1,1,0,1,1,0,0,0,0
GLBL,0,1,1,1,1,0,1,0,1
GLBS,0,0,0,0,0,1,0,0,1
GLBZ,1,1,0,1,1,0,0,0,1
GLDD,1,1,1,1,0,1,0,1,0
GLG,1,0,1,0,1,0,0,0,1
GLMD,0,0,0,0,0,0,0,1,0
GLNG,0,1,1,1,1,0,1,1,1
GLOB,1,1,0,1,0,0,0,0,0
GLOP,0,1,0,1,0,1,0,0,1
GLP,1,1,0,1,0,0,1,0,0
GLPG,1,1,1,1,0,1,0,0,1
GLPI,1,1,1,1,0,0,0,1,0
GLRE,0,1,1,1,0,0,0,1,1
GLT,0,1,1,1,1,1,0,1,1
GLW,1,1,0,1,0,0,1,0,0
GLYC,0,0,0,0,0,0,0,1,0
GM,1,1,0,1,1,0,0,1,0
GMAB,1,1,1,1,0,0,0,0,0
GMBL,0,0,0,0,0,0,0,1,0
GMDA,0,0,1,0,0,0,0,1,0
GME,0,0,1,0,0,0,1,1,1
GMED,1,1,0,1,0,0,1,0,0
GMRE,1,1,0,1,0,0,0,0,1
GMS,1,1,0,1,0,0,1,0,0
GNCA,0,0,0,0,0,1,0,1,0
GNE,1,1,0,1,0,0,1,0,0
GNK,0,0,0,0,1,0,0,0,1
GNL,1,1,1,1,0,0,0,1,0
GNLN,0,0,1,0,1,1,0,0,0
GNPX,0,0,0,0,0,0,0,1,0
GNRC,1,1,0,1,0,1,0,1,0
GNSS,1,1,1,1,1,0,1,1,1
GNTX,1,1,0,1,0,1,1,0,1
GNTY,1,1,1,1,1,0,1,0,1
GNUS,0,0,0,0,0,0,0,1,1
GNW,1,1,1,1,1,0,0,1,0
GOGL,1,1,0,1,1,1,1,0,1
GOGO,0,1,1,1,0,0,1,1,0
GOL,0,1,0,1,0,0,0,0,0
GOLD,1,1,1,1,1,1,0,1,0
GOLF,1,1,1,1,0,0,1,1,0
GOOD,0,1,0,1,0,0,0,0,1
GOOGL,1,1,0,1,0,0,1,0,0
GOOS,1,1,1,1,0,1,0,1,0
GORO,1,1,0,1,0,1,0,0,0
GOSS,0,0,1,0,0,0,0,1,0
GOVX,0,0,0,0,0,0,0,1,0
GPC,1,1,0,1,0,0,1,1,0
GPI,1,1,1,1,0,1,0,1,0
GPK,1,1,0,1,1,1,1,1,1
GPL,0,0,0,0,0,0,1,0,0
GPMT,1,1,0,1,0,0,0,0,0
GPN,1,1,0,1,0,1,0,0,0
GPOR,0,0,0,0,1,1,1,1,1
GPP,1,1,0,1,0,0,0,0,0
GPRE,0,0,0,0,1,0,1,0,0
GPRK,1,1,0,1,0,0,1,0,1
GPRO,0,0,1,0,0,1,0,1,0
GPS,1,1,0,1,0,0,1,0,0
GPX,1,1,1,1,1,0,0,1,0
GRBK,1,1,0,1,0,0,1,1,1
GRC,1,1,0,1,0,1,1,0,1
GRFS,1,1,0,1,0,1,1,1,0
GRIL,0,0,1,0,1,1,0,1,0
GRIN,0,0,1,0,0,1,1,0,0
GRMN,1,1,1,1,0,1,1,1,1
GRNQ,0,0,1,0,0,0,1,1,1
GROW,0,0,0,0,0,0,1,0,1
GRPN,0,1,0,1,0,1,1,1,0
GRTS,0,0,0,0,0,0,0,0,1
GRTX,0,0,1,0,0,0,0,1,0
GRUB,0,0,0,0,0,1,0,0,1
GRVY,1,1,1,1,0,1,1,0,1
GRWG,1,1,1,1,0,0,0,1,1
GS,1,1,0,1,0,0,1,0,0
GSAT,1,0,1,0,0,1,0,0,1
GSBC,1,1,0,1,0,0,0,0,0
GSBD,1,1,0,1,0,0,0,1,0
GSHD,1,1,1,1,1,0,0,1,0
GSIT,1,0,1,0,0,0,0,1,1
GSK,1,1,1,1,0,1,0,0,0
GSKY,1,1,1,1,0,0,0,0,1
GSL,1,1,1,1,0,1,0,0,1
GSM,1,1,1,1,0,1,1,0,1
GSMG,1,0,1,0,0,0,0,1,0
GSS,0,1,0,1,0,0,0,0,0
GSV,0,0,1,0,0,0,0,1,0
GT,0,1,0,1,0,0,0,0,0
GTE,1,1,0,1,0,1,1,0,0
GTEC,0,1,1,1,0,0,0,1,0
GTES,1,1,1,1,0,1,0,0,0
GTHX,0,0,0,0,0,0,0,1,0
GTIM,0,0,0,0,0,0,0,0,1
GTLS,1,1,0,1,0,0,0,0,0
GTN,1,1,0,1,0,0,1,0,0
GTS,1,1,1,1,0,0,1,1,1
GTX,1,1,0,1,1,1,0,0,1
GTY,1,1,0,1,0,0,0,0,0
GTYH,1,0,0,0,0,0,1,1,0
GURE,0,0,1,0,0,0,0,1,1
GVA,1,1,0,1,0,1,0,1,0
GVP,0,1,0,1,0,1,0,0,1
GWB,1,1,0,1,0,0,1,0,0
GWGH,1,1,1,1,0,0,0,0,1
GWRE,1,1,0,1,0,0,1,0,0
GWRS,1,1,0,1,0,0,0,0,0
GWW,1,1,1,1,1,0,1,0,1
H,1,1,0,1,0,1,1,0,1
HA,1,1,0,1,0,1,1,1,0
HAE,1,1,1,1,0,1,1,0,1
HAFC,1,1,0,1,0,0,1,0,0
HAIN,0,0,0,0,1,0,0,0,1
HAL,0,0,0,0,0,0,0,0,0
HALL,1,1,1,1,0,0,1,1,0
HALO,0,0,1,0,0,1,1,0,1
HAPP,1,1,1,1,1,1,1,1,0
HARP,0,0,1,0,0,0,0,0,0
HAS,1,1,1,1,0,1,0,1,0
HASI,1,1,1,1,0,0,0,0,1
HAYN,1,1,1,1,0,1,0,1,1
HBAN,1,1,0,1,0,0,1,0,0
HBB,0,1,0,1,0,0,1,0,0
HBCP,1,1,0,1,1,0,1,0,0
HBI,1,1,1,1,1,1,0,0,0
HBIO,0,1,0,1,0,0,0,1,0
HBM,0,1,0,1,0,0,1,0,0
HBMD,1,1,1,1,0,0,1,0,1
HBNC,1,1,0,1,0,0,0,0,0
HBP,0,0,0,0,0,0,0,1,0
HBT,1,1,1,1,1,0,0,0,0
HCA,1,1,0,1,0,1,1,0,0
HCAR,1,1,0,1,1,1,0,1,1
HCC,1,1,0,1,1,0,1,0,0
HCCC,0,0,0,0,0,0,0,1,0
HCCI,1,1,0,1,0,0,0,1,0
HCI,1,1,1,1,1,0,1,1,1
HCKT,1,1,0,1,0,1,0,0,0
HCM,0,0,0,0,0,0,0,0,1
HCSG,1,1,0,1,1,1,0,1,0
HD,1,1,0,1,0,0,1,0,0
HDB,1,1,1,1,0,0,0,0,0
HDSN,0,0,1,0,1,0,0,1,1
HE,1,1,0,1,0,0,0,1,0
HEAR,1,1,0,1,1,1,0,0,0
HEES,1,1,0,1,0,0,0,1,0
HEI,1,1,1,1,0,1,0,1,1
HELE,1,1,0,1,0,1,0,1,1
HEP,1,1,1,1,0,1,1,0,1
HEPA,0,0,0,0,0,0,0,1,0
HES,0,1,0,1,0,0,0,0,1
HESM,1,1,0,1,0,0,0,0,1
HEXO,0,0,1,1,0,0,1,0,0
HFBL,1,1,1,1,1,0,1,0,0
HFC,1,1,0,1,0,0,1,1,0
